org_id,display_name,missing_fields,missing_reason,next_action
141,Brooklyn Robot Foundry,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
142,Booktrails Literacy Camp,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
143,Little Marvels Montessori,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
144,Charlotte Christian School Summer Camps,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
145,Legacy Montessori Academy,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
146,NORY,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
147,What Matters For Kids,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
148,All-Star Academy,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
149,Trent Learning Center,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
150,Dallas Learning Center,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
151,The School in Rose Valley,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
152,Alianza Eco International School,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
153,Tech EdVentures Summer Camps,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
154,Club SciKidz/ Tech Scientific STEM Summer Camps,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
155,Virtual Hackers Camp,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
156,Carpe Diem Private Preschool,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
157,Rare Learning,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
158,Kotiacademy,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
159,SS house Frisco,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
160,Kentucky Out-of-School Alliance,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
161,Steam Academy,"Website URL, Email, Company Phone, Street Address, City, State/Region, Postal Code, Country/Region, Definitive Categories, Fit Score, First Name, Last Name, Job Title",Website URL: No website URL in original data; Email: No email found during crawl or enrichment; Company Phone: No phone found during crawl or Maps lookup; Street Address: No address found during crawl or Maps lookup; City: No address found during crawl or Maps lookup; State/Region: No address found during crawl or Maps lookup; Postal Code: No address found during crawl or Maps lookup; Country/Region: Unknown; Definitive Categories: Taxonomy classification not run or failed; Fit Score: Unknown; First Name: Contact details not found during enrichment; Last Name: Contact details not found during enrichment; Job Title: Contact details not found during enrichment,Website URL: Manual research or use perplexity_lookup; Email: Run targeted_email_enrichment.py or apollo_email_lookup.py; Company Phone: Run yelp_business_lookup.py or manual research; Street Address: Run crawler with --verify-with-maps or use yelp_business_lookup.py; City: Run crawler with --verify-with-maps or use yelp_business_lookup.py; State/Region: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Postal Code: Run crawler with --verify-with-maps or use yelp_business_lookup.py; Country/Region: Manual review required; Definitive Categories: Run perplexity_taxonomy_test.py with --force-taxonomy; Fit Score: Manual review required; First Name: Run perplexity_person_email_lookup for primary contact discovery; Last Name: Run perplexity_person_email_lookup for primary contact discovery; Job Title: Run perplexity_person_email_lookup for primary contact discovery
